Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
mandi,969168,679983,279543,252594,432994
una,498138,371182,129653,81383,286707
sirmaur,507385,333632,188322,73174,244529
lahul&spiti,32053,21773,16298,3247,12228
kullu,420181,285452,185293,66458,167681
kangra,1456585,1084410,320569,324390,808482
bilaspur,369140,269568,105528,85504,175510
chamba,500889,298265,122212,148479,226648
hamirpur,441716,339060,124234,105725,211159
shimla,785402,577908,309939,99123,373569
solan,555141,397121,203940,82836,267430
kinnaur,82341,57917,44739,8843,28624
